sexual_orientation,location_type,income_bracket,education_level,interest_tags,app_usage_time_min,app_usage_time_label,swipe_right_ratio,swipe_right_label,likes_received,mutual_matches,profile_pics_count,bio_length,message_sent_count,emoji_usage_rate,last_active_hour,swipe_time_of_day,match_outcome,age,height_cm,weight_kg,zodiac_sign,body_type,relationship_intent,Género,Provincia
Pansexual,Small Town,Upper-Middle,MBA,"Pets, Yoga, Investing",160,Addicted,0.3,Balanced,170,19,6,150,10,0.55,16,Afternoon,Relationship Formed,30,160.0,57.4,Aquarius,Muscular,Hookups,Mujer,Jaén
Asexual,Rural,Low,High School,"Running, Clubbing, Fashion",240,Extreme User,0.5,Optimistic,145,22,1,400,80,0.2,17,Evening,Ghosted,45,175.0,75.0,Pisces,Slim,Friends Only,No binario,Málaga
Demisexual,Metro,Very High,Associate’s,"Stand-up Comedy, Traveling, Foodie",100,High,0.65,Optimistic,185,15,5,10,5,0.45,2,Early Morning,Blocked,35,170.0,68.7,Aries,Curvy,Serious Relationship,Hombre,Salamanca
Pansexual,Suburban,Middle,PhD,"Art, Reading, History",270,Extreme User,0.4,Balanced,50,28,2,480,75,0.3,19,Late Night,Chat Ignored,52,185.0,85.5,Taurus,Muscular,Networking,Mujer,Lugo
Bisexual,Remote Area,Low,Master’s,"Coding, Tech, Music",10,Very Low,0.7,Swipe Maniac,125,13,4,30,10,0.55,23,After Midnight,Mutual Match,30,160.0,57.4,Gemini,Slim,Exploring,Hombre,La Coruña
Gay,Urban,Upper-Middle,Bachelor’s,"Binge-Watching, Gaming, Tattoos",160,Addicted,0.3,Balanced,170,26,3,150,80,0.2,16,Afternoon,One-sided Like,45,175.0,75.0,Cancer,Curvy,Casual Dating,Hombre,Valencia
Asexual,Small Town,Middle,Postdoc,"DIY, Motorcycling, Pets",240,Extreme User,0.5,Optimistic,145,19,6,400,5,0.45,17,Evening,Date Happened,35,170.0,68.7,Leo,Muscular,Hookups,Hombre,Bizkaia
Demisexual,Rural,Very High,MBA,"Investing, Yoga, Stand-up Comedy",100,High,0.65,Optimistic,185,22,1,10,75,0.3,2,Early Morning,Relationship Formed,52,185.0,85.5,Virgo,Slim,Friends Only,Hombre,Cáceres
Straight,Metro,Middle,High School,"Social Activism, Art, Binge-Watching",270,Extreme User,0.4,Balanced,50,15,5,480,10,0.55,19,Late Night,Ghosted,30,160.0,57.4,Libra,Curvy,Serious Relationship,Mujer,Huelva
Queer,Suburban,Low,Associate’s,"Traveling, Photography, Cars",10,Very Low,0.7,Swipe Maniac,125,24,2,30,80,0.2,23,After Midnight,Blocked,45,175.0,75.0,Scorpio,Muscular,Networking,Hombre,Castellón
Asexual,Remote Area,High,PhD,"Gardening, Music, Meditation",160,Addicted,0.3,Balanced,170,18,4,150,5,0.45,16,Afternoon,Chat Ignored,35,170.0,68.7,Sagittarius,Slim,Exploring,Mujer,Cuenca
Bisexual,Urban,Middle,Master’s,"History, Gaming, DIY",240,Extreme User,0.5,Optimistic,145,20,3,400,75,0.3,17,Evening,Mutual Match,52,185.0,85.5,Capricorn,Curvy,Casual Dating,Hombre,Burgos
Pansexual,Small Town,Upper-Middle,Bachelor’s,"Pets, Yoga, Investing",100,High,0.65,Optimistic,185,13,6,10,10,0.55,2,Early Morning,One-sided Like,30,160.0,57.4,Aquarius,Muscular,Hookups,Hombre,Zamora
Straight,Rural,Low,Postdoc,"Running, Clubbing, Fashion",270,Extreme User,0.4,Balanced,50,26,1,480,80,0.2,19,Late Night,Date Happened,45,175.0,75.0,Pisces,Slim,Friends Only,Hombre,Asturias
Demisexual,Metro,Very High,MBA,"Stand-up Comedy, Traveling, Foodie",10,Very Low,0.7,Swipe Maniac,125,19,5,30,5,0.45,23,After Midnight,Relationship Formed,35,170.0,68.7,Aries,Curvy,Serious Relationship,Mujer,Granada
Pansexual,Suburban,Middle,High School,"Art, Reading, History",160,Addicted,0.3,Balanced,170,22,2,150,75,0.3,16,Afternoon,Ghosted,52,185.0,85.5,Taurus,Muscular,Networking,Hombre,Gipuzkoa
Bisexual,Remote Area,Low,Associate’s,"Coding, Tech, Music",240,Extreme User,0.5,Optimistic,145,15,4,400,10,0.55,17,Evening,Blocked,30,160.0,57.4,Gemini,Slim,Exploring,Mujer,Ávila
Gay,Urban,Upper-Middle,PhD,"Binge-Watching, Gaming, Tattoos",100,High,0.65,Optimistic,185,24,3,10,80,0.2,2,Early Morning,Chat Ignored,45,175.0,75.0,Cancer,Curvy,Casual Dating,Mujer,Jaén
Asexual,Small Town,Middle,Master’s,"DIY, Motorcycling, Pets",270,Extreme User,0.4,Balanced,50,18,6,480,5,0.45,19,Late Night,Mutual Match,35,170.0,68.7,Leo,Muscular,Hookups,Hombre,Girona
Demisexual,Rural,Very High,Bachelor’s,"Investing, Yoga, Stand-up Comedy",10,Very Low,0.7,Swipe Maniac,125,20,1,30,75,0.3,23,After Midnight,One-sided Like,52,185.0,85.5,Virgo,Slim,Friends Only,Hombre,La Rioja
Straight,Metro,Middle,Postdoc,"Social Activism, Art, Binge-Watching",160,Addicted,0.3,Balanced,170,13,5,150,10,0.55,16,Afternoon,Date Happened,30,160.0,57.4,Libra,Curvy,Serious Relationship,No binario,Illes Balears
Queer,Suburban,Low,MBA,"Traveling, Photography, Cars",240,Extreme User,0.5,Optimistic,145,26,2,400,80,0.2,17,Evening,Relationship Formed,45,175.0,75.0,Scorpio,Muscular,Networking,No binario,Málaga
Asexual,Remote Area,High,High School,"Gardening, Music, Meditation",100,High,0.65,Optimistic,185,19,4,10,5,0.45,2,Early Morning,Ghosted,35,170.0,68.7,Sagittarius,Slim,Exploring,Mujer,Albacete
Bisexual,Urban,Middle,Associate’s,"History, Gaming, DIY",270,Extreme User,0.4,Balanced,50,22,3,480,75,0.3,19,Late Night,Blocked,52,185.0,85.5,Capricorn,Curvy,Casual Dating,Mujer,Madrid
Pansexual,Small Town,Upper-Middle,PhD,"Pets, Yoga, Investing",10,Very Low,0.7,Swipe Maniac,125,15,6,30,10,0.55,23,After Midnight,Chat Ignored,30,160.0,57.4,Aquarius,Muscular,Hookups,Mujer,Badajoz
Straight,Rural,Low,Master’s,"Running, Clubbing, Fashion",160,Addicted,0.3,Balanced,170,24,1,150,80,0.2,16,Afternoon,Mutual Match,45,175.0,75.0,Pisces,Slim,Friends Only,Mujer,Huesca
Demisexual,Metro,Very High,Bachelor’s,"Stand-up Comedy, Traveling, Foodie",240,Extreme User,0.5,Optimistic,145,18,5,400,5,0.45,17,Evening,One-sided Like,35,170.0,68.7,Aries,Curvy,Serious Relationship,Hombre,Ávila
Pansexual,Suburban,Middle,Postdoc,"Art, Reading, History",100,High,0.65,Optimistic,185,20,2,10,75,0.3,2,Early Morning,Date Happened,52,185.0,85.5,Taurus,Muscular,Networking,No binario,Albacete
Bisexual,Remote Area,Low,MBA,"Coding, Tech, Music",270,Extreme User,0.4,Balanced,50,13,4,480,10,0.55,19,Late Night,Relationship Formed,30,160.0,57.4,Gemini,Slim,Exploring,Hombre,Almería
Gay,Urban,Upper-Middle,High School,"Binge-Watching, Gaming, Tattoos",10,Very Low,0.7,Swipe Maniac,125,26,3,30,80,0.2,23,After Midnight,Ghosted,45,175.0,75.0,Cancer,Curvy,Casual Dating,Hombre,Illes Balears
Asexual,Small Town,Middle,Associate’s,"DIY, Motorcycling, Pets",160,Addicted,0.3,Balanced,170,19,6,150,5,0.45,16,Afternoon,Blocked,35,170.0,68.7,Leo,Muscular,Hookups,Hombre,Albacete
Demisexual,Rural,Very High,PhD,"Investing, Yoga, Stand-up Comedy",240,Extreme User,0.5,Optimistic,145,22,1,400,75,0.3,17,Evening,Chat Ignored,52,185.0,85.5,Virgo,Slim,Friends Only,Hombre,La Coruña
Straight,Metro,Middle,Master’s,"Social Activism, Art, Binge-Watching",100,High,0.65,Optimistic,185,15,5,10,10,0.55,2,Early Morning,Mutual Match,30,160.0,57.4,Libra,Curvy,Serious Relationship,No binario,Teruel
Queer,Suburban,Low,Bachelor’s,"Traveling, Photography, Cars",270,Extreme User,0.4,Balanced,50,28,2,480,80,0.2,19,Late Night,One-sided Like,45,175.0,75.0,Scorpio,Muscular,Networking,Hombre,Córdoba
Asexual,Remote Area,High,Postdoc,"Gardening, Music, Meditation",10,Very Low,0.7,Swipe Maniac,125,13,4,30,5,0.45,23,After Midnight,Date Happened,35,170.0,68.7,Sagittarius,Slim,Exploring,Hombre,Zamora
Bisexual,Urban,Middle,MBA,"History, Gaming, DIY",160,Addicted,0.3,Balanced,170,26,3,150,75,0.3,16,Afternoon,Relationship Formed,52,185.0,85.5,Capricorn,Curvy,Casual Dating,Hombre,Pontevedra
Pansexual,Small Town,Upper-Middle,High School,"Pets, Yoga, Investing",240,Extreme User,0.5,Optimistic,145,19,6,400,10,0.55,17,Evening,Ghosted,30,160.0,57.4,Aquarius,Muscular,Hookups,Hombre,Granada
Straight,Rural,Low,Associate’s,"Running, Clubbing, Fashion",100,High,0.65,Optimistic,185,22,1,10,80,0.2,2,Early Morning,Blocked,45,175.0,75.0,Pisces,Slim,Friends Only,Hombre,Teruel
Demisexual,Metro,Very High,PhD,"Stand-up Comedy, Traveling, Foodie",270,Extreme User,0.4,Balanced,50,15,5,480,5,0.45,19,Late Night,Chat Ignored,35,170.0,68.7,Aries,Curvy,Serious Relationship,Mujer,Huelva
Pansexual,Suburban,Middle,Master’s,"Art, Reading, History",10,Very Low,0.7,Swipe Maniac,125,24,2,30,75,0.3,23,After Midnight,Mutual Match,52,185.0,85.5,Taurus,Muscular,Networking,Hombre,Las Palmas
Bisexual,Remote Area,Low,Bachelor’s,"Coding, Tech, Music",160,Addicted,0.3,Balanced,170,18,4,150,10,0.55,16,Afternoon,One-sided Like,30,160.0,57.4,Gemini,Slim,Exploring,Hombre,Teruel
Gay,Urban,Upper-Middle,Postdoc,"Binge-Watching, Gaming, Tattoos",240,Extreme User,0.5,Optimistic,145,20,3,400,80,0.2,17,Evening,Date Happened,45,175.0,75.0,Cancer,Curvy,Casual Dating,Hombre,Valencia
Asexual,Small Town,Middle,MBA,"DIY, Motorcycling, Pets",100,High,0.65,Optimistic,185,13,6,10,5,0.45,2,Early Morning,Relationship Formed,35,170.0,68.7,Leo,Muscular,Hookups,Mujer,Navarra
Demisexual,Rural,Very High,High School,"Investing, Yoga, Stand-up Comedy",270,Extreme User,0.4,Balanced,50,26,1,480,75,0.3,19,Late Night,Ghosted,52,185.0,85.5,Virgo,Slim,Friends Only,Mujer,Albacete
Straight,Metro,Middle,Associate’s,"Social Activism, Art, Binge-Watching",10,Very Low,0.7,Swipe Maniac,125,19,5,30,10,0.55,23,After Midnight,Blocked,30,160.0,57.4,Libra,Curvy,Serious Relationship,Hombre,Cantabria
Queer,Suburban,Low,PhD,"Traveling, Photography, Cars",160,Addicted,0.3,Balanced,170,22,2,150,80,0.2,16,Afternoon,Chat Ignored,45,175.0,75.0,Scorpio,Muscular,Networking,Hombre,Barcelona
Asexual,Remote Area,High,Master’s,"Gardening, Music, Meditation",240,Extreme User,0.5,Optimistic,145,15,4,400,5,0.45,17,Evening,Mutual Match,35,170.0,68.7,Sagittarius,Slim,Exploring,Hombre,Albacete
Bisexual,Urban,Middle,Bachelor’s,"History, Gaming, DIY",100,High,0.65,Optimistic,185,24,3,10,75,0.3,2,Early Morning,One-sided Like,52,185.0,85.5,Capricorn,Curvy,Casual Dating,Hombre,Ciudad Real
Pansexual,Small Town,Upper-Middle,Postdoc,"Pets, Yoga, Investing",270,Extreme User,0.4,Balanced,50,18,6,480,10,0.55,19,Late Night,Date Happened,30,160.0,57.4,Aquarius,Muscular,Hookups,No binario,Asturias
Straight,Rural,Low,MBA,"Running, Clubbing, Fashion",10,Very Low,0.7,Swipe Maniac,125,20,1,30,80,0.2,23,After Midnight,Relationship Formed,45,175.0,75.0,Pisces,Slim,Friends Only,Hombre,Guadalajara
Demisexual,Metro,Very High,High School,"Stand-up Comedy, Traveling, Foodie",160,Addicted,0.3,Balanced,170,13,5,150,5,0.45,16,Afternoon,Ghosted,35,170.0,68.7,Aries,Curvy,Serious Relationship,No binario,Lugo
Pansexual,Suburban,Middle,Associate’s,"Art, Reading, History",240,Extreme User,0.5,Optimistic,145,26,2,400,75,0.3,17,Evening,Blocked,52,185.0,85.5,Taurus,Muscular,Networking,Hombre,León
Bisexual,Remote Area,Low,PhD,"Coding, Tech, Music",100,High,0.65,Optimistic,185,19,4,10,10,0.55,2,Early Morning,Chat Ignored,30,160.0,57.4,Gemini,Slim,Exploring,Hombre,Tarragona
Gay,Urban,Upper-Middle,Master’s,"Binge-Watching, Gaming, Tattoos",270,Extreme User,0.4,Balanced,50,22,3,480,80,0.2,19,Late Night,Mutual Match,45,175.0,75.0,Cancer,Curvy,Casual Dating,Hombre,Toledo
Asexual,Small Town,Middle,Bachelor’s,"DIY, Motorcycling, Pets",10,Very Low,0.7,Swipe Maniac,125,15,6,30,5,0.45,23,After Midnight,One-sided Like,35,170.0,68.7,Leo,Muscular,Hookups,Hombre,Bizkaia
Demisexual,Rural,Very High,Postdoc,"Investing, Yoga, Stand-up Comedy",160,Addicted,0.3,Balanced,170,24,1,150,75,0.3,16,Afternoon,Date Happened,52,185.0,85.5,Virgo,Slim,Friends Only,Mujer,Córdoba
Straight,Metro,Middle,MBA,"Social Activism, Art, Binge-Watching",240,Extreme User,0.5,Optimistic,145,18,5,400,10,0.55,17,Evening,Relationship Formed,30,160.0,57.4,Libra,Curvy,Serious Relationship,Hombre,La Rioja
Queer,Suburban,Low,High School,"Traveling, Photography, Cars",100,High,0.65,Optimistic,185,20,2,10,80,0.2,2,Early Morning,Ghosted,45,175.0,75.0,Scorpio,Muscular,Networking,Mujer,Girona
Asexual,Remote Area,High,Associate’s,"Gardening, Music, Meditation",270,Extreme User,0.4,Balanced,50,13,4,480,5,0.45,19,Late Night,Blocked,35,170.0,68.7,Sagittarius,Slim,Exploring,Hombre,Cantabria
Bisexual,Urban,Middle,PhD,"History, Gaming, DIY",10,Very Low,0.7,Swipe Maniac,125,26,3,30,75,0.3,23,After Midnight,Chat Ignored,52,185.0,85.5,Capricorn,Curvy,Casual Dating,Hombre,Huesca
Pansexual,Small Town,Upper-Middle,Master’s,"Pets, Yoga, Investing",160,Addicted,0.3,Balanced,170,19,6,150,10,0.55,16,Afternoon,Mutual Match,30,160.0,57.4,Aquarius,Muscular,Hookups,Mujer,Almería
Straight,Rural,Low,Bachelor’s,"Running, Clubbing, Fashion",240,Extreme User,0.5,Optimistic,145,22,1,400,80,0.2,17,Evening,One-sided Like,45,175.0,75.0,Pisces,Slim,Friends Only,Hombre,Huelva
Demisexual,Metro,Very High,Postdoc,"Stand-up Comedy, Traveling, Foodie",100,High,0.65,Optimistic,185,15,5,10,5,0.45,2,Early Morning,Date Happened,35,170.0,68.7,Aries,Curvy,Serious Relationship,Mujer,La Coruña
Pansexual,Suburban,Middle,MBA,"Art, Reading, History",270,Extreme User,0.4,Balanced,50,28,2,480,75,0.3,19,Late Night,Relationship Formed,52,185.0,85.5,Taurus,Muscular,Networking,Mujer,Ciudad Real
Bisexual,Remote Area,Low,High School,"Coding, Tech, Music",10,Very Low,0.7,Swipe Maniac,125,24,2,30,75,0.3,23,After Midnight,Ghosted,30,160.0,57.4,Gemini,Slim,Exploring,Hombre,Huesca
Gay,Urban,Upper-Middle,Associate’s,"Binge-Watching, Gaming, Tattoos",160,Addicted,0.3,Balanced,170,22,3,150,80,0.2,16,Afternoon,Blocked,45,175.0,75.0,Cancer,Curvy,Casual Dating,Mujer,Huelva
Asexual,Small Town,Middle,PhD,"DIY, Motorcycling, Pets",240,Extreme User,0.5,Optimistic,145,18,6,400,5,0.45,17,Evening,Chat Ignored,35,170.0,68.7,Leo,Muscular,Hookups,Hombre,Zamora
Demisexual,Rural,Very High,Master’s,"Investing, Yoga, Stand-up Comedy",100,High,0.65,Optimistic,185,24,1,10,75,0.3,2,Early Morning,Mutual Match,52,185.0,85.5,Virgo,Slim,Friends Only,No binario,Bizkaia
Straight,Metro,Middle,Bachelor’s,"Social Activism, Art, Binge-Watching",270,Extreme User,0.4,Balanced,50,15,5,480,10,0.55,19,Late Night,One-sided Like,30,160.0,57.4,Libra,Curvy,Serious Relationship,Mujer,Álava
Queer,Suburban,Low,Postdoc,"Traveling, Photography, Cars",10,Very Low,0.7,Swipe Maniac,125,20,2,30,80,0.2,23,After Midnight,Date Happened,45,175.0,75.0,Scorpio,Muscular,Networking,Mujer,Teruel
Asexual,Remote Area,High,MBA,"Gardening, Music, Meditation",160,Addicted,0.3,Balanced,170,18,4,150,5,0.45,16,Afternoon,Relationship Formed,35,170.0,68.7,Sagittarius,Slim,Exploring,Hombre,Castellón
Bisexual,Urban,Middle,High School,"History, Gaming, DIY",240,Extreme User,0.5,Optimistic,145,20,3,400,75,0.3,17,Evening,Ghosted,52,185.0,85.5,Capricorn,Curvy,Casual Dating,Mujer,Ourense
Pansexual,Small Town,Upper-Middle,Associate’s,"Pets, Yoga, Investing",100,High,0.65,Optimistic,185,24,6,10,10,0.55,2,Early Morning,Blocked,30,160.0,57.4,Aquarius,Muscular,Hookups,Hombre,Barcelona
Straight,Rural,Low,PhD,"Running, Clubbing, Fashion",270,Extreme User,0.4,Balanced,50,15,1,480,80,0.2,19,Late Night,Chat Ignored,45,175.0,75.0,Pisces,Slim,Friends Only,Mujer,Barcelona
Demisexual,Metro,Very High,Master’s,"Stand-up Comedy, Traveling, Foodie",10,Very Low,0.7,Swipe Maniac,125,26,5,30,5,0.45,23,After Midnight,Mutual Match,35,170.0,68.7,Aries,Curvy,Serious Relationship,Mujer,Salamanca
Pansexual,Suburban,Middle,Bachelor’s,"Art, Reading, History",160,Addicted,0.3,Balanced,170,19,2,150,75,0.3,16,Afternoon,One-sided Like,52,185.0,85.5,Taurus,Muscular,Networking,Hombre,Teruel
Bisexual,Remote Area,Low,Postdoc,"Coding, Tech, Music",240,Extreme User,0.5,Optimistic,145,22,4,400,10,0.55,17,Evening,Date Happened,30,160.0,57.4,Gemini,Slim,Exploring,Hombre,Tarragona
Gay,Urban,Upper-Middle,MBA,"Binge-Watching, Gaming, Tattoos",100,High,0.65,Optimistic,185,15,3,10,80,0.2,2,Early Morning,Relationship Formed,45,175.0,75.0,Cancer,Curvy,Casual Dating,Hombre,Lleida
Asexual,Small Town,Middle,High School,"DIY, Motorcycling, Pets",270,Extreme User,0.4,Balanced,50,28,6,480,5,0.45,19,Late Night,Ghosted,35,170.0,68.7,Leo,Muscular,Hookups,Mujer,Huelva
Demisexual,Rural,Very High,Associate’s,"Investing, Yoga, Stand-up Comedy",10,Very Low,0.7,Swipe Maniac,125,13,1,30,75,0.3,23,After Midnight,Blocked,52,185.0,85.5,Virgo,Slim,Friends Only,Hombre,Ávila
Straight,Metro,Middle,PhD,"Social Activism, Art, Binge-Watching",160,Addicted,0.3,Balanced,170,26,5,150,10,0.55,16,Afternoon,Chat Ignored,30,160.0,57.4,Libra,Curvy,Serious Relationship,Hombre,Cantabria
Queer,Suburban,Low,Master’s,"Traveling, Photography, Cars",240,Extreme User,0.5,Optimistic,145,19,2,400,80,0.2,17,Evening,Mutual Match,45,175.0,75.0,Scorpio,Muscular,Networking,Hombre,Soria
Asexual,Remote Area,High,Bachelor’s,"Gardening, Music, Meditation",100,High,0.65,Optimistic,185,22,4,10,5,0.45,2,Early Morning,One-sided Like,35,170.0,68.7,Sagittarius,Slim,Exploring,Hombre,Murcia
Bisexual,Urban,Middle,Postdoc,"History, Gaming, DIY",270,Extreme User,0.4,Balanced,50,15,3,480,75,0.3,19,Late Night,Date Happened,52,185.0,85.5,Capricorn,Curvy,Casual Dating,Hombre,Ávila
Pansexual,Small Town,Upper-Middle,MBA,"Pets, Yoga, Investing",10,Very Low,0.7,Swipe Maniac,125,28,6,30,10,0.55,23,After Midnight,Relationship Formed,30,160.0,57.4,Aquarius,Muscular,Hookups,Hombre,Salamanca
Straight,Rural,Low,High School,"Running, Clubbing, Fashion",160,Addicted,0.3,Balanced,170,13,1,150,80,0.2,16,Afternoon,Ghosted,45,175.0,75.0,Pisces,Slim,Friends Only,Hombre,Lugo
Demisexual,Metro,Very High,Associate’s,"Stand-up Comedy, Traveling, Foodie",240,Extreme User,0.5,Optimistic,145,26,5,400,5,0.45,17,Evening,Blocked,35,170.0,68.7,Aries,Curvy,Serious Relationship,Hombre,Cádiz
Pansexual,Suburban,Middle,PhD,"Art, Reading, History",100,High,0.65,Optimistic,185,19,2,10,75,0.3,2,Early Morning,Chat Ignored,52,185.0,85.5,Taurus,Muscular,Networking,Mujer,Cuenca
Bisexual,Remote Area,Low,Master’s,"Coding, Tech, Music",270,Extreme User,0.4,Balanced,50,22,4,480,10,0.55,19,Late Night,Mutual Match,30,160.0,57.4,Gemini,Slim,Exploring,Mujer,Jaén
Gay,Urban,Upper-Middle,Bachelor’s,"Binge-Watching, Gaming, Tattoos",10,Very Low,0.7,Swipe Maniac,125,15,3,30,80,0.2,23,After Midnight,One-sided Like,45,175.0,75.0,Cancer,Curvy,Casual Dating,Hombre,Jaén
Asexual,Small Town,Middle,Postdoc,"DIY, Motorcycling, Pets",160,Addicted,0.3,Balanced,170,28,6,150,5,0.45,16,Afternoon,Date Happened,35,170.0,68.7,Leo,Muscular,Hookups,Mujer,Lleida
Demisexual,Rural,Very High,MBA,"Investing, Yoga, Stand-up Comedy",240,Extreme User,0.5,Optimistic,145,13,1,400,75,0.3,17,Evening,Relationship Formed,52,185.0,85.5,Virgo,Slim,Friends Only,Mujer,Pontevedra
Straight,Metro,Middle,High School,"Social Activism, Art, Binge-Watching",100,High,0.65,Optimistic,185,26,5,10,10,0.55,2,Early Morning,Ghosted,30,160.0,57.4,Libra,Curvy,Serious Relationship,Hombre,La Coruña
Queer,Suburban,Low,Associate’s,"Traveling, Photography, Cars",270,Extreme User,0.4,Balanced,50,19,2,480,80,0.2,19,Late Night,Blocked,45,175.0,75.0,Scorpio,Muscular,Networking,No binario,Lleida
Asexual,Remote Area,High,PhD,"Gardening, Music, Meditation",10,Very Low,0.7,Swipe Maniac,125,22,4,30,5,0.45,23,After Midnight,Chat Ignored,35,170.0,68.7,Sagittarius,Slim,Exploring,Mujer,Zaragoza
Bisexual,Urban,Middle,Master’s,"History, Gaming, DIY",160,Addicted,0.3,Balanced,170,15,3,150,75,0.3,16,Afternoon,Mutual Match,52,185.0,85.5,Capricorn,Curvy,Casual Dating,Hombre,Madrid
Pansexual,Small Town,Upper-Middle,Bachelor’s,"Pets, Yoga, Investing",240,Extreme User,0.5,Optimistic,145,28,6,400,10,0.55,17,Evening,One-sided Like,30,160.0,57.4,Aquarius,Muscular,Hookups,Hombre,Álava
Straight,Rural,Low,Postdoc,"Running, Clubbing, Fashion",100,High,0.65,Optimistic,185,13,1,10,80,0.2,2,Early Morning,Date Happened,45,175.0,75.0,Pisces,Slim,Friends Only,Hombre,Santa Cruz de Tenerife
Demisexual,Metro,Very High,MBA,"Stand-up Comedy, Traveling, Foodie",270,Extreme User,0.4,Balanced,50,26,5,480,5,0.45,19,Late Night,Relationship Formed,35,170.0,68.7,Aries,Curvy,Serious Relationship,No binario,Burgos
Pansexual,Suburban,Middle,High School,"Art, Reading, History",10,Very Low,0.7,Swipe Maniac,125,19,2,30,75,0.3,23,After Midnight,Ghosted,52,185.0,85.5,Taurus,Muscular,Networking,No binario,Granada
Bisexual,Remote Area,Low,Associate’s,"Coding, Tech, Music",160,Addicted,0.3,Balanced,170,22,4,150,10,0.55,16,Afternoon,Blocked,30,160.0,57.4,Gemini,Slim,Exploring,Hombre,Castellón
Gay,Urban,Upper-Middle,PhD,"Binge-Watching, Gaming, Tattoos",240,Extreme User,0.5,Optimistic,145,15,3,400,80,0.2,17,Evening,Chat Ignored,45,175.0,75.0,Cancer,Curvy,Casual Dating,Mujer,Málaga
Asexual,Small Town,Middle,Master’s,"DIY, Motorcycling, Pets",100,High,0.65,Optimistic,185,28,6,10,5,0.45,2,Early Morning,Mutual Match,35,170.0,68.7,Leo,Muscular,Hookups,Hombre,Segovia
Demisexual,Rural,Very High,Bachelor’s,"Investing, Yoga, Stand-up Comedy",270,Extreme User,0.4,Balanced,50,13,1,480,75,0.3,19,Late Night,One-sided Like,52,185.0,85.5,Virgo,Slim,Friends Only,Hombre,Murcia
Straight,Metro,Middle,Postdoc,"Social Activism, Art, Binge-Watching",10,Very Low,0.7,Swipe Maniac,125,26,5,30,10,0.55,23,After Midnight,Date Happened,30,160.0,57.4,Libra,Curvy,Serious Relationship,Mujer,Segovia
Queer,Suburban,Low,MBA,"Traveling, Photography, Cars",160,Addicted,0.3,Balanced,170,19,2,150,80,0.2,16,Afternoon,Relationship Formed,45,175.0,75.0,Scorpio,Muscular,Networking,Hombre,Murcia
Asexual,Remote Area,High,High School,"Gardening, Music, Meditation",240,Extreme User,0.5,Optimistic,145,22,4,400,5,0.45,17,Evening,Ghosted,35,170.0,68.7,Sagittarius,Slim,Exploring,Hombre,Granada
Bisexual,Urban,Middle,Associate’s,"History, Gaming, DIY",100,High,0.65,Optimistic,185,15,3,10,75,0.3,2,Early Morning,Blocked,52,185.0,85.5,Capricorn,Curvy,Casual Dating,Hombre,Cádiz
Pansexual,Small Town,Upper-Middle,PhD,"Pets, Yoga, Investing",270,Extreme User,0.4,Balanced,50,28,6,480,10,0.55,19,Late Night,Chat Ignored,30,160.0,57.4,Aquarius,Muscular,Hookups,Hombre,Salamanca
Straight,Rural,Low,Master’s,"Running, Clubbing, Fashion",10,Very Low,0.7,Swipe Maniac,125,26,1,30,80,0.2,23,After Midnight,Mutual Match,45,175.0,75.0,Pisces,Slim,Friends Only,Hombre,Palencia
Demisexual,Metro,Very High,Bachelor’s,"Stand-up Comedy, Traveling, Foodie",160,Addicted,0.3,Balanced,170,19,5,150,5,0.45,16,Afternoon,One-sided Like,35,170.0,68.7,Aries,Curvy,Serious Relationship,Hombre,Asturias
Pansexual,Suburban,Middle,Postdoc,"Art, Reading, History",240,Extreme User,0.5,Optimistic,145,22,2,400,75,0.3,17,Evening,Date Happened,52,185.0,85.5,Taurus,Muscular,Networking,Mujer,La Coruña
Bisexual,Remote Area,Low,MBA,"Coding, Tech, Music",100,High,0.65,Optimistic,185,15,4,10,10,0.55,2,Early Morning,Relationship Formed,30,160.0,57.4,Gemini,Slim,Exploring,Hombre,Huesca
Gay,Urban,Upper-Middle,High School,"Binge-Watching, Gaming, Tattoos",270,Extreme User,0.4,Balanced,50,28,3,480,80,0.2,19,Late Night,Ghosted,45,175.0,75.0,Cancer,Curvy,Casual Dating,Hombre,Castellón
Asexual,Small Town,Middle,Associate’s,"DIY, Motorcycling, Pets",10,Very Low,0.7,Swipe Maniac,125,13,6,30,5,0.45,23,After Midnight,Blocked,35,170.0,68.7,Leo,Muscular,Hookups,Hombre,Zaragoza
Demisexual,Rural,Very High,PhD,"Investing, Yoga, Stand-up Comedy",160,Addicted,0.3,Balanced,170,26,1,150,75,0.3,16,Afternoon,Chat Ignored,52,185.0,85.5,Virgo,Slim,Friends Only,Mujer,Jaén
Straight,Metro,Middle,Master’s,"Social Activism, Art, Binge-Watching",240,Extreme User,0.5,Optimistic,145,19,5,400,10,0.55,17,Evening,Mutual Match,30,160.0,57.4,Libra,Curvy,Serious Relationship,No binario,Segovia
Queer,Suburban,Low,Bachelor’s,"Traveling, Photography, Cars",100,High,0.65,Optimistic,185,22,2,10,80,0.2,2,Early Morning,One-sided Like,45,175.0,75.0,Scorpio,Muscular,Networking,Hombre,Sevilla
Asexual,Remote Area,High,Postdoc,"Gardening, Music, Meditation",270,Extreme User,0.4,Balanced,50,15,4,480,5,0.45,19,Late Night,Date Happened,35,170.0,68.7,Sagittarius,Slim,Exploring,Mujer,Zamora
